video_id,track_title,channel_name,play_count,first_event_index,last_event_index,first_relative_day,last_relative_day,in_music_library
eUUuI--jAlM,"Dreamville - Under The Sun ft. J. Cole, DaBaby, Lute (Official Music Video)",Dreamville,3,496,1092,437,476,False
efxiDBygvdg,Diplo - Wish (feat. Trippie Redd) (Official Music Video),Diplo,3,771,1129,455,477,False
exvt4dzmuaI,Resonance,Home - Topic,3,217,1710,412,694,False
g8ryOVq7ano,salvia palth - (dream) slowed + reverb,leetcrew,3,614,1249,447,480,False
icZOJ878cGk,losing,Lonnex - Topic,3,1274,1750,481,774,False
lVou8NAcY7U,Ready,Lil Baby - Topic,3,1200,1419,480,483,False
pO2iiBEmwL4,Kankan (Ft. Summrs) - ##RRAnthem,Kankan,3,768,1041,455,475,False
prEIh1r-4Og,losing,Lonnex - Topic,3,516,1782,440,775,False
qYcoJpqCha4,aruarian dance,Nujabes - Topic,3,103,199,376,412,True
r4l9bFqgMaQ,Frank Ocean - Nights,Blonded,3,461,1729,436,761,False
sKu8Zg7Hplc,LUCKI - PAIDNFULL / COLORFUL DRUGS (Official Video),LUCKI,3,823,1407,456,483,False
tEXYfT_G0W0,"New Person, Same Old Mistakes",Tame Impala - Topic,3,53,1259,0,480,True
-1TjqZC3TXo,Summrs- Marble Floors (Official Music Video),summrs,2,804,1084,456,475,False
-jEShhcnxIM,Lil Durk - F*ck U Thought,LilDurkVEVO,2,1563,1628,487,490,False
0Lu_glDG_jY,Jennifer’s Body,Ken Carson - Topic,2,1043,1556,475,487,True
0TuGHZTdGBQ,Great Are You Lord (Live),Casting Crowns - Topic,2,1171,1550,479,487,True
0qlvKgm-WXM,F Song,Strawberry Guy - Topic,2,218,1254,415,480,True
3v-Nk0HUJRA,Crazy,Lil Baby - Topic,2,1535,1787,487,775,False
4w59OhKY-A0,tiredminds - not my responsibility (instrumental) [slowed + reverb],tiredminds,2,365,1801,433,775,False
5ACDdAfA5GA,Thug's In My House,Glokk40Spaz - Topic,2,1427,1534,483,487,False
67vr-3kpX3Q,Alright,Kendrick Lamar - Topic,2,487,1339,437,482,False
6uuL43i-JQY,LUCKI - GOODFELLAS (Official Video),LUCKI,2,800,1090,456,476,False
76O3w4pt0CA,Miguel - Sky Walker (Official Video) ft. Travis Scott,MiguelVEVO,2,776,1136,455,477,False
7SQQy3cVJYA,Medasin - Magic (Super Slowed + Reverb) (Tiktok),Faithful,2,1666,1839,493,779,False
8zjqY2X_2HY,Veeze - GOMD (prod by Tye Beats),VEEZE WEAK ASS 7,2,816,932,456,463,False
9Rc5BzgKQmg,Brutal Honesty,Glokk40Spaz - Topic,2,558,1080,442,475,False
BgBNLX_3afs,lonnex - losing,dreamscape,2,326,881,432,461,False
Cl3htLU1NIQ,Glokk40Spaz - Perfect My Rob,GL4 Spaz,2,770,1424,455,483,False
D0meVJwBUl0,Alternative Outro,LUCKI - Topic,2,479,1335,437,482,True
DUO_uZ_qbss,Champagne Poetry,Drake - Topic,2,38,480,0,437,False
DmH0ECtSjRs,4422,Drake - Topic,2,160,1351,395,482,False
DonHCWfyjPM,arcade fire - dimensions (slowed),zaf,2,1669,1670,493,493,False
DqE4YtvC-9Y,2022 Freestyle,D Savage - Topic,2,1063,1554,475,487,False
ETkLGGxMEgU,nuages - closer (slowed down),dreamscape,2,357,453,433,436,False
EtrL9NkEphg,summrs-back 2 da basics [official video],summrs,2,828,1094,456,476,False
FX6Sly6V4Lo,Glokk40Spaz - Nun 4 No Schmuck,GL4 Spaz,2,1082,1409,475,483,False
Fx3b85eDQvw,Nights,Frank Ocean - Topic,2,64,1336,0,482,False
G_X2c6MPiAg,I Can Only Imagine,MercyMe - Topic,2,1172,1549,479,487,True
Ggddxkj8tU0,The Girl I Haven't Met,Kudasaibeats - Topic,2,245,921,420,462,False
GnKdDGoxtko,Veeze - Get Lucki (Official Music Video),VEEZE WEAK ASS 7,2,935,1412,463,483,False
Gxbwc1VfgYU,it's_cold_here,Release - Topic,2,1712,1780,694,775,False
IgBLFQBCCuU,LUCKI - Heavy On My Heart (Official Video),LUCKI,2,840,1213,457,480,False
IjYSHZD0jZ4,Lilsccrt - No fear,LilSccrt,2,843,1089,457,476,False
IpaqEkhNi4k,BILLY,6ix9ine - Topic,2,1542,1610,487,488,False
J87pJrxvJ5E,PRIDE.,Kendrick Lamar - Topic,2,42,1234,0,480,False
JQEr_8NrfTY,Lil Tecca - Show Me Up (Official Video),Lil Tecca,2,501,1294,437,481,False
Ke_UYfv_FN8,Everyday Hustle,Future - Topic,2,486,1269,437,480,True
KfEEm4Zx-EU,505,Arctic Monkeys - Topic,2,21,1185,0,479,False
LH2N2bjX69U,Oh U Went (feat. Drake),Young Thug - Topic,2,1565,1584,487,488,False
LICKOttG9rw,Hikari (Slowed + Reverb),Clovis Reyes - Topic,2,971,1011,467,474,True
LVBnWA04Xvw,wash my sins away,berlioz - Topic,2,749,1182,454,479,False
Lvp7QStWlJU,Lil Baby - Crazy,LilBabyVEVO,2,1410,1661,483,491,False
PgG80WkPJQI,The Internet - Hold on (slowed + reverb),Tabii,2,856,1627,457,490,False
PhLanmf5yHk,Glokk40Spaz - Bad Relations,GL4 Spaz,2,1105,1149,476,477,False
QGNJwKpl1a8,Exotic,Lil Baby - Topic,2,1204,1353,480,482,False
QTmRmPDS9tw,Destroy Lonely - NOSTYLIST (Official Video),Destroy Lonely,2,766,1030,455,474,False
RKD8sVVTEAA,Self Control,Frank Ocean - Topic,2,1193,1334,480,482,False
TK704vvY3Ao,Glokk40Spaz - Be Right Back,GL4 Spaz,2,1111,1630,476,490,False
TKHjJnEaVrQ,Brown Noise for Sleep,Sounds For Life - Topic,2,223,267,419,424,False
W7VK4DUHvKU,"Lil Yachty - Pardon Me ft. Future, Mike WiLL Made-It",LilYachtyVEVO,2,820,1212,456,480,False
WILNIXZr2oc,J. Cole - MIDDLE CHILD,JColeVEVO,2,647,1385,449,482,False
WW4ShzNVaC4,Glokk40Spaz - Whatchu Sayin?! (Prod. Al Chapo + SenseiATL) [Official Video],GL4 Spaz,2,1088,1130,476,477,False
WmYTrtu-25A,Shuniji,Daniel Rosenfeld - Topic,2,147,1430,395,483,False
WnxYoYBhyWA,Do You Want,LUCKI - Topic,2,85,204,1,412,True
XctJ5Hh-ZfY,3 AM,Lil Tony Official - Topic,2,1156,1552,477,487,False
Ye-6goEDe44,Jace! - Goose Creek (OFFICIAL VIDEO) [Shot By: @Jmoney1041 Edit By: @jacepowers ],Jace!,2,934,1425,463,483,False
Yi90p-4yk74,Lil TJAY - Forever (Official Music Video),Lil Tjay,2,841,1393,457,482,False
YnsiyiC0Nc0,Pinegrove - Aphasia - Audiotree Live (8 of 8),Audiotree,2,115,1272,383,480,False
Yq_qdfajtNI,LUCKI - 13 (Official Video),LUCKI,2,806,1040,456,475,False
Ysdf6F_8Nyk,"Thouxanban Fauni - ""Wish the Worst"" (Official Music Video)  (Shot by @Quintron) prod by Chinatown",SODA CLUB,2,844,1151,457,477,False
Zbnv6sSFksc,Apparently,J. Cole - Topic,2,46,490,0,437,False
ZkXG3ZrXlbc,DRAKE - FAMILY MATTERS,Drake,2,830,1047,456,475,False
_3ngiSxVCBs,Sweden,Daniel Rosenfeld - Topic,2,246,515,420,440,False
_mRxOWvN9jo,No Fear (Sped Up),LilSccrt - Topic,2,1017,1162,474,477,False
a66-ye5gS_s,Glokk40Spaz - Higher Than Earth,GL4 Spaz,2,1110,1490,476,486,False
arNkB9vxS3Q,Mountains,Hans Zimmer - Topic,2,675,962,452,467,False
b8m9zhNAgKs,Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),RaeSremmurdVEVO,2,497,1375,437,482,False
bErro3V93ok,Men I Trust - I Hope To Be Around (live),Men I Trust,2,346,413,433,436,False
bHRv-EIuKJ8,From Time,Drake - Topic,2,1227,1228,480,480,False
bd5l5NtzoWc,Gët Busy [Official Music Video],Yeat,2,503,767,437,455,False
cBXlbRbKwf4,C418 - Aria Math slowed down + reverb,Rekordea,2,362,1802,433,775,False
dMAGiSGJNPk,midnight vice city,WisdomBeatz - Topic,2,2,73,0,1,False
dUmcKiO_yk8,DeadShot,Pce Bj - Topic,2,1081,1553,475,487,True
f-vom4vjA2k,"Rio Da Yung Og - ""Legendary"" (Official Music Video)@SBKEONTA",Rio Da Yung OG,2,826,1086,456,475,False
fIrSkilUvHw,LUCKI - Super Urus (Official Video),LUCKI,2,813,1085,456,475,False
fUqPS2xDmvs,Lil Uzi Vert - Dip (Remix) (Music Video) Shot By @Jmoney1041,Jmoney1041,2,821,847,456,457,False
fahxSXoXlsA,Nikes,Frank Ocean - Topic,2,1279,1551,481,487,False
g1QobinRyaA,False Prophets,J. Cole - Topic,2,482,876,437,457,False
gLPt1TGrBZ8,Club Paradise,Drake - Topic,2,798,1347,456,482,False
gNbj8InBpKU,Too Deep for the Intro,J. Cole - Topic,2,484,1338,437,482,False
iHzuygQd3do,Aphex Twin - #19 (Official Audio),Aphex Twin,2,508,1837,438,779,False
iRBS8AJZpFM,Glokk40Spaz - Wacko Ft. SlimeSito,GL4 Spaz,2,807,1150,456,477,False
jbrarMb6fpw,LUCKI - NO BAP (Official Video),LUCKI,2,940,1038,463,475,False
k79dMVVmvA8,Comforting Memories,Kumi Tanioka - Topic,2,185,343,412,433,False
kBbnPzFcty8,deep in it,berlioz - Topic,2,532,748,440,454,True
kZmZ-DvGXvM,playboi carti - @ meh (banakula & llusion remix) (slowed + reverb),slerb,2,158,215,395,412,False
kwqOVpiw08k,Glokk40Spaz - Still Young Pablo [Dir.ITM][Prod.Lamsal],GL4 Spaz,2,1027,1519,474,486,False
lQtm6sS-DPM,Beneficial For AnyBody,Glokk40Spaz - Topic,2,1061,1153,475,477,False
mmK71ZfaZO4,Agape,Nicholas Britell - Topic,2,992,1623,468,488,False
mtAWk7nZcPA,Can You Hear The Music (From 'Oppenheimer'),Baltic House Orchestra - Topic,2,242,282,420,426,False
nbfFzs-dW3U,Stardust,MrHeadA$$Trendy - Topic,2,79,92,1,8,False
nhNqbe6QENY,"GoldLink - Crew (Official Video) ft. Brent Faiyaz, Shy Glizzy",GoldLinkVEVO,2,495,1376,437,482,False
oFhWIzPMpbo,Drake ft. James Blake - The Catch Up (Official),OUTTRO.COM,2,866,1301,457,481,False
oKr9gDBd0qQ,Drake - Bahamas Promises (Audio),DrakeVEVO,2,460,1132,436,477,False
pdJn-LtuWMw,Glokk40Spaz - 2 Love 2 Da Mob (Official Music Video) [Dir.Vanity] [Prod.Ok],GL4 Spaz,2,803,1065,456,475,False
q5Sf2xz9cIk,LUCKI - NASCAR DASHCAR (OFFICIAL VIDEO),LUCKI,2,827,1152,456,477,False
raWSH1KrgFI,Slow Jamz,Jamie Foxx - Topic,2,865,1299,457,481,False
ugou23mYCmE,LUCKI - Y NOT? (Official Video),LUCKI,2,933,1421,463,483,False
uu2hjPUJseU,Lil Tony Official - Money Music (Official Music Video) Shot By PublicGoat,Lil Tony Official,2,801,1099,456,476,False
wMR4jLlTw0c,Yves Tumor - Limerence (instrumental + slowed),ikodary,2,354,855,433,457,False
x1gR4Tr3E9g,More Than Ever,CHASETHEMONEY - Topic,2,84,1056,1,475,False
xnhXGNASzck,faye webster - i know you (slowed & reverb) [with lyrics],lustry.,2,348,1804,433,775,False
y7B6Z-_-Bcc,Vacations - Telephones,VACATIONS,2,1177,1793,479,775,False
yox2Yz4Ni2o,Gojo Satoru - The Honored One | Jujutsu Kaisen Season 2 OST,Normaneverland,2,864,1298,457,481,False
zE_rK8PX83Q,Pinegrove - Need 2 (official lyric video),PinegroveBand,2,1262,1794,480,775,False
zhY_0DoQCQs,Do Not Disturb,Drake - Topic,2,489,1239,437,480,True
zvUC8Ka3cZA,green to blue,Aurenth - Topic,2,924,1319,462,481,False
zxgKO0mrtks,Sabiá,Antonio Carlos Jobim - Topic,2,530,1267,440,480,True
-3hnlXiAKPs,Glokk40Spaz - Round Here [Dir.ITM],InTheMoment Co,1,1062,1062,475,475,False
-4t85f5EsrQ,"LAZER DIM 700, GBE STRAP - Choppa On Fye 2 (OFFICIAL MUSIC VIDEO)",Strap,1,1093,1093,476,476,False
-6TdRiNnP9Q,BE RIGHT BACK,Glokk40Spaz - Topic,1,107,107,376,376,False
-7nfEMjaM1M,Bedroom - In My Head (Official Audio),Bedroom,1,352,352,433,433,False
-QGQPqub1Ko,as the stars fall,Piedkies - Topic,1,963,963,467,467,False
-RO4OChykaA,blut own - drifting,dreamscape,1,321,321,432,432,False
-TlcjPPuIMY,Hammock - Things of Beauty Burn (Mysterium),Hammock,1,1007,1007,474,474,False
-grPV-Fae6I,Not Afraid,Eminem - Topic,1,45,45,0,0,False
-hQ5yilFxhw,SZA - Good Days (Instrumental) [2 hours],YAYY,1,99,99,25,25,False
-iyupsqzOEU,Family Matters,Drake - Topic,1,875,875,457,457,False
-jcSBCqNlyY,Loneliness,Epic Mountain - Topic,1,193,193,412,412,False
-kyBRMmUOGU,A Bed of Flowers,Million Eyes - Topic,1,854,854,457,457,False
-lpy5YFEe54,Low Down,Lil Baby - Topic,1,1199,1199,480,480,False
-pOxiz0MYIc,Hell Shell,Young Nudy - Topic,1,83,83,1,1,False
-ud4JlQSwjc,"Jersey Anniversary (feat. Tony! Toni! Toné!, DJ BigO, Vivid The Producer & DJ Sliink)",KiaBHN - Topic,1,1188,1188,479,479,False
-yNHlKAzyVA,Flim,Aphex Twin - Topic,1,240,240,420,420,False
04VbX3CJB_M,nyc in 1940,berlioz - Topic,1,1276,1276,481,481,False
0KOZ3VbPB0k,"Purpose Is Glorious (From ""Loki: Season 2 - Vol. 2 (Episodes 4-6)""/Score/Audio Only)",MarvelMusicVEVO,1,507,507,438,438,False
0MATV0a9yiw,Eraser,✝✝✝ (Crosses) - Topic,1,67,67,0,0,False
0jP52tqcwZU,Glokk40Spaz - Lemme Be Ya Plug (Official Music Video) [Dir.QVSYOU],GL4 Spaz,1,765,765,455,455,False
0jz0GAFNNIo,Drake - When To Say When & Chicago Freestyle,Drake,1,1219,1219,480,480,False
0nF69UTw99E,Money Trees,Kendrick Lamar - Topic,1,491,491,437,437,False
10Ybw9gNHsM,My head is empty .numb (slowed reverb) best part,Rain ,1,1315,1315,481,481,False
13I5KSMPLzc,https://music.youtube.com/watch?v=13I5KSMPLzc,,1,358,358,433,433,False
15WnsPS0Z5o,Cherryade,The Sukis - Topic,1,214,214,412,412,True
1E2ihUl6ed4,Bad Habit,Steve Lacy - Topic,1,1342,1342,482,482,False
1JKG5L8srdo,trippie redd ~ wish ﾉ slowed + reverb ﾉ,rum world,1,1286,1286,481,481,False
1JsoFfSiDz4,Floating Trees,Daniel Rosenfeld - Topic,1,1816,1816,776,776,False
1P5BSm_oFJg,Lofi Girl - Snowman (Music Video),Lofi Girl,1,452,452,436,436,False
1WL1oVWFBbM,miss me - TREFUEGO (ig: ismokefuego),TREFUEGO,1,648,648,449,449,False
1Wr0yz4FLAg,Whiplash Soundtrack 02 - Overture,Eloquence Music,1,1906,1906,803,803,False
1b3gJbGtfGY,Vacations - Moving Out,VACATIONS,1,396,396,434,434,False
1eVWVXJVyi0,willix - my little winter,dreamscape,1,369,369,433,433,False
1g8I_0ZjHU4,Sleazy Flow (Remix),SleazyWorld Go - Topic,1,1207,1207,480,480,False
1q4WTyAlIj4,Kanye West - Never see me again remastered and finished,Cawthorn productions,1,455,455,436,436,False
2BWgmYHAxs4,Kanye West - Brothers (BEST VERSION),Shakal,1,872,872,457,457,False
2EJAJwSVFUA,just close your eyes | silent hill inspired ambient music,im programmed.,1,878,878,457,457,False
2kD3BczXH9M,Brent Faiyaz - JACKIE BROWN [Official Video],Brent Faiyaz,1,1140,1140,477,477,False
2nhqTZ89TN4,"leave - whirr   slowed, muffled, low quality",High With Phoenix,1,376,376,433,433,False
2oQ1VKtc1Yk,Dead Presidents lll,Logic - Topic,1,65,65,0,0,False
2sHbd6tFUwI,Quantum Mechanics | Oppenheimer OST,Original Soundtrack,1,524,524,440,440,False
2svEh1y9kyM,Time Flies,Drake - Topic,1,1337,1337,482,482,False
36oNtD_fknk,Stratosphere Voyage,Spirits Of Our Dreams - Topic,1,731,731,454,454,False
38CRu1rCaKg,Caravan,John Wasson - Topic,1,537,537,440,440,False
39XR4EXFz5Y,Playboi Carti - Location (Audio),PlayboiCartiVEVO,1,769,769,455,455,False
3G96kSeHoOg,Home - Resonance (Midwest Emo Version) [Slowed + Reverb],jacal,1,366,366,433,433,False
3WCsEhzduuk,Unknown T x Orchestra (Extended + Loop),Chenson Lee,1,111,111,376,376,False
3XqqkrJENB4,Cry - Cigarettes After Sex,Cigarettes After Sex,1,364,364,433,433,False
3fRTaJCXPA4,Lil Yachty - SOLO STEPPIN CRETE BOY,LilYachtyVEVO,1,938,938,463,463,False
3hQVOclo_Io,grouper - poison tree (slowed),Antrikter,1,91,91,3,3,False
3kty7MwCGk8,Hide - Dorian Concept (Slowed x Reverbed),DarkFantasyZonor,1,303,303,432,432,False
3moMHMhiq7c,The Marías - Ruthless,The Marías,1,397,397,434,434,False
3qUkzh4nITo,GROOVY - jersey luv (turn me on) [Official Music Video],GROOVY,1,1148,1148,477,477,False
3t195yz9xCc,Drake - 5AM In Toronto (Official Video),Drake,1,810,810,456,456,False
3t3UnFSe8zI,Trippie Redd x Playboi Carti - Miss The Rage [Extended + Reverse Intro] (slowed + 639Hz + reverb),eternal!,1,547,547,440,440,False
3xhRaVL4-Iw,Biking,Frank Ocean - Topic,1,1116,1116,477,477,False
4-tQu_M8Kpk,2sdxrt3all - Stress [dir. by @noahsocold ],2sdxrt3all ,1,846,846,457,457,False
42CLRCqUmv4,Heavy On My Heart,LUCKI - Topic,1,1206,1206,480,480,False
47mUgngp3bk,dark snowy night (Slowed & Reverb Version),daniel.mp3 - Topic,1,1321,1321,481,481,False
4SDl3S8CJJ8,Lemme Be Ya Plug,Glokk40Spaz - Topic,1,1076,1076,475,475,False
4YFNLCsB4uI,What A Beautiful Name (Live),Hillsong Worship - Topic,1,1174,1174,479,479,False
4pTEdjpcJXk,Chandelier,Will Paquin - Topic,1,66,66,0,0,False
4rAvTwB0IdY,https://music.youtube.com/watch?v=4rAvTwB0IdY,,1,1293,1293,481,481,False
4tBSDdcEJos,Undress,Pretty Sick - Topic,1,205,205,412,412,True
4yahdoqv5qk,Let You Go,Clara La San - Topic,1,1221,1221,480,480,False
55dz3B4rzaA,Maybe for you there's a tomorrow (magic by medasin),whatlill,1,1817,1817,776,776,False
5AG1wrTS1dw,Lil Durk - 300 Urus,LilDurkVEVO,1,1494,1494,486,486,False
5EpyN_6dqyk,"The Weeknd, Playboi Carti - Timeless",TheWeekndVEVO,1,1142,1142,477,477,False
5H7CS-_RUe8,Look What You've Done,Drake - Topic,1,1194,1194,480,480,False
5JD7rzURR4c,The Man,Aloe Blacc - Topic,1,1618,1618,488,488,False
5TR3HZlo8T0,To Be Able To Fly,Trent Reznor - Topic,1,1725,1725,761,761,False
5X0fa7Nd5oY,"Chopin: Nocturne No. 2, Op. 9 in E-Flat major",Pianophonica - Topic,1,745,745,454,454,False
5bYHCWAaVDk,Make It Forever,George Clanton - Topic,1,55,55,0,0,False
5m4QzyIXSPM,hozuki - snowfield,dreamscape,1,327,327,432,432,False
66SIhKcVIsg,Help Me Out,Alicks - Topic,1,250,250,420,420,False
6NG0Lg_i-Kw,antent - hope to see you again (super slowed),Antent,1,308,308,432,432,False
6_LsCe4jUF8,Ethereal,Txmy - Topic,1,1861,1861,781,781,False
6gnKBDlJutA,Poison Tree,Grouper - Topic,1,1799,1799,775,775,False
7-QK_1oHoiQ,LUCKI - MORE THAN EVER [Official Music Video],LUCKI,1,764,764,455,455,False
7-qH-XTbxQM,Stargazing,Marcelo De Carvalho - Topic,1,1857,1857,781,781,False
717QLLMKcQQ,washing tones,Medasin - Topic,1,1443,1443,483,483,False
71WuhwaZT2Y,spaceouters - fireflies,dreamscape,1,439,439,436,436,False
72ykBvPOIc0,Back To Back,Drake - Topic,1,1762,1762,775,775,True
75O11W5EZAU,#3,Aphex Twin - Topic,1,1835,1835,776,776,False
7B8YGZBeX8A,Junk Shop,Helvetia - Topic,1,26,26,0,0,False
7J-f8XPsHxE,grover washington jr - just the two of us (slowed),Hound Dog,1,1626,1626,490,490,False
7K1WVFL8_oU,Men I Trust - Lucky Sue,Men I Trust,1,414,414,436,436,False
7LmwZMCHLkg,Garden Kisses,GIVĒON - Topic,1,1231,1231,480,480,False
7TDeBi34OtE,Smells Like Teen Spirit,Nirvana - Topic,1,1184,1184,479,479,False
7_fFrSRJY_Y,Oppenheimer: The Ultimate Soundtrack Mashup,PixelChef,1,477,477,437,437,False
7ceLw_7ORRw,This Is Moon,filip22 :) - Topic,1,63,63,0,0,False
7efa5dpDYDM,I Smile,Kirk Franklin - Topic,1,1173,1173,479,479,False
7u1AYytKbwY,Autumn! - One Way (Official Video),Autumn!,1,825,825,456,456,False
7ukm1N-aL0Y,Success (Les Talk About It),Lil Tony Official - Topic,1,1913,1913,856,856,False
7yRY6lFLspk,Spring Fling,Glokk40Spaz - Topic,1,1073,1073,475,475,False
86p9_ycUyq8,Moneybagg Yo - Me Vs Me (Official Music Video),MoneybaggYoVEVO,1,1382,1382,482,482,False
8DB3V-pW75E,"Playboi Carti-"" 9 AM in Calabasas remix""(prod by Adrian)",Adrian,1,504,504,437,437,False
8ElVb8YQbmI,Inside Out,duster - Topic,1,33,33,0,0,False
8HBcV0MtAQg,No Role Modelz,J. Cole - Topic,1,1048,1048,475,475,False
8NOpWb6KADc,悲しい街Sad City,Inervati,1,1747,1747,774,774,False
8m81yTxQOe8,https://music.youtube.com/watch?v=8m81yTxQOe8,,1,89,89,3,3,False
8qEUvpWtszg,2sdxrt3all -  Dine In (Official Video) [Dir. @PublicGoatt],2sdxrt3all ,1,1560,1560,487,487,False
8znhxYaYEXY,Float Away,The Grinns - Topic,1,208,208,412,412,True
9-5SQGHTeEc,ERYKAH BADU - DIDN'T CHA KNOW  ( s l o w e d   +   r e v e r b ),GIULIANO,1,858,858,457,457,False
904fP4orPYM,Environments,Berlinist - Topic,1,186,186,412,412,False
91CGXp4RIRw,Big Truck,YoungBoy Never Broke Again - Topic,1,1797,1797,775,775,False
9LDy0sZ0vX8,tiredminds - futile devices [slowed + reverb],tiredminds,1,450,450,436,436,False
9N2LzFrsew4,Kankan - Wokeup,Kankan,1,818,818,456,456,False
9cHbvRUALrc,Pink + White,Frank Ocean - Topic,1,1332,1332,482,482,False
9kIv6vVRKpw,Black Hole Sun,Soundgarden - Topic,1,930,930,462,462,False
9mOutVQEhtY,Lose Control,Amaria - Topic,1,1257,1257,480,480,False
9xmyGur-sj4,BHM Pezzy - Strange Things (Official Audio),BHM PEZZY,1,1408,1408,483,483,False
AG1oJalK5bg,hozuki - snowfield (slowed + reverb),drown in fog,1,1667,1667,493,493,False
AT9JoIv2kss,"A$AP Rocky - I Smoked Away My Brain (I'm God x Demons Mashup) (Audio) ft. Imogen Heap, Clams Casino",LIVELOVEASAPVEVO,1,773,773,455,455,False
AfRdRXCo3IU,Jungle,Drake - Topic,1,1223,1223,480,480,False
Ah9Lb14B4PA,Tobey,Eminem - Topic,1,110,110,376,376,False
AlR5pgNYMYE,Curry Chicken,Joey Bada$$ - Topic,1,43,43,0,0,False
AmXrIai9nsY,Glokk40Spaz - Brainwashed,GL4 Spaz,1,1426,1426,483,483,False
Aq-7_BxOYoM,one Note Plant,GONTITI - Topic,1,202,202,412,412,True
ArPxrZwFK5M,Deadman's Wonderland,Trippie Redd - Topic,1,71,71,0,0,False
Aupt2_jyW9w,a familiar feeling,alixe. - Topic,1,1833,1833,776,776,False
AxE6wEuLHQ0,Champagne Poetry,Drake - Topic,1,1909,1909,856,856,False
B2WB_PeFXkU,GOMD (Prod By Tye Beats & Moon),Veeze - Topic,1,1052,1052,475,475,False
BEjwLe8OCAw,all for nothing zachariehs slowed,ctrl1uv,1,1844,1844,779,779,False
BL6W-1nd0p8,Medasin - magic (slideshow version),FishCake,1,320,320,432,432,False
Btlyh9mEWnc,Kiwi (feat. Juice),Quarters - Topic,1,47,47,0,0,False
CJOZc02VwJM,Roddy Ricch - Down Below [Official Music Video] (Dir. by JMP),Roddy Ricch,1,1389,1389,482,482,False
COz9lDCFHjw,Passionfruit,Drake - Topic,1,1343,1343,482,482,False
CPh51t7KHLw,Polo G - Heartless (feat. Mustard) [Official Video],Polo G,1,1388,1388,482,482,False
CSMiPngo4uE,Ken Carson - Jennifer's Body (Official Music Video),KenCarsonVEVO,1,1107,1107,476,476,False
Cc56wcQZ5Og,playboi carti & gunna - no time﹝slowed + reverb﹞,Chovies,1,75,75,1,1,False
ChUkGic_rjQ,lil tecca ~ show me up ﾉ slowed + reverb ﾉ,rum world,1,8,8,0,0,False
CnT6NRiTz9M,Lil Durk - Hanging With Wolves (Official Video),Lil Durk,1,1237,1237,480,480,False
CnpQvbxkqZ8,Off The Meter,Ken Carson - Topic,1,1209,1209,480,480,False
CsOLDl6ZSpQ,The Marías - Talk to Her (Official Audio),The Marías,1,415,415,436,436,False
D7DVSZ_poHk,Swing Lynn,Harmless - Topic,1,206,206,412,412,True
DJCB1ZlseJ8,Show Me How,Men I Trust - Topic,1,1229,1229,480,480,False
DKhp_CO0s6A,Deep In Yr Mind,James Wyatt Crosby - Topic,1,212,212,412,412,True
DKkpS1mYt9k,Mrs. Officer,Lil Wayne - Topic,1,1326,1326,482,482,False
DSYfhTY7lEw,Green Twins,Nick Hakim - Topic,1,40,40,0,0,False
DXLe3uErFNM,Zelda's Lullaby (The Legend of Zelda: Ocarina of Time),MajorLink - Topic,1,146,146,392,392,False
DeZeMGToQOA,I see you in my dreams,Blut Own - Topic,1,1711,1711,694,694,False
Dl9wMK4wdzc,Allstar Lee - PSA [Official Video],AllStar Lee,1,845,845,457,457,False
Dr--8eWCWe8,Dramamine (Slowed),Killswitch Memories - Topic,1,521,521,440,440,False
EDxR5OzuKgE,My Boo,USHER - Topic,1,1328,1328,482,482,False
EIZWzBkXgcU,iayze - Mind Right / Dingaling [Lil Keed] (Official Music Video),Jace!,1,802,802,456,456,False
EVJZoqSvjXg,dedekind cut - tahoe (slowed + reverb and stretched),drown in fog,1,1668,1668,493,493,False
EZE62LpaqHg,See You Again,"Tyler, The Creator - Topic",1,1344,1344,482,482,False
EfGOqrXcm_Y,Drake - Club Paradise,Drake,1,494,494,437,437,False
EookC5tOhxE,Clark,Daniel Rosenfeld - Topic,1,144,144,392,392,False
EqDk4xzEuso,"limerence but ur in a magical forest (slowed and reverb, birds, sparkles) ｡⋆ ✧∘* ೃ ⋆｡˚",lily,1,1819,1819,776,776,False
F4Q3O5z7bR8,Opening,Bryce Dessner - Topic,1,227,227,420,420,False
FKEI6v0Pzuc,On The Radar Freestyle,Lil Tony Official - Topic,1,1429,1429,483,483,False
FKiWJlOtjrU,She Reminds Me of You (HD) From the Soundtrack to The Girl With the Dragon Tattoo,CookieAdventures,1,1689,1689,694,694,False
Fd18EGnm6DM,Whole,Basement - Topic,1,31,31,0,0,False
FfQoshkVChk,𝒀𝒗𝒆𝒔 𝑻𝒖𝒎𝒐𝒓 • 𝑳𝒊𝒎𝒆𝒓𝒆𝒏𝒄𝒆 • 𝑨𝒏𝒈𝒆𝒍𝒊𝒄 𝑽𝒆𝒓𝒔𝒊𝒐𝒏,Aesela,1,314,314,432,432,False
FnPmIrdOkcU,Aria Math (Handpan Version),Atakan Teoman - Topic,1,194,194,412,412,True
Fq6q6QOgg_Y,Glokk40Spaz - No Name,GL4 Spaz,1,1562,1562,487,487,False
G6xgMW7U0aY,Future - 712PM (Directed by Travis Scott) (Official Music Video),FutureVEVO,1,1493,1493,486,486,False
